,course link,image_link,course_name,organistaion_name,Registration,time_left,hashtags,fee
239,https://unstop.com//competition/pixstory-a-summer-to-remember-pixstory-interface-network-it-pvt-ltd-352846,https://d8it4huxumps7.cloudfront.net/lambda-pdfs/opportunity-bannerImages/1654248219.png?d=340x195, Pixstory: A Summer to Remember  , Pixstory Interface Network & IT Pvt Ltd , 11  days left , 11  days left ,[' #competitions  #Open to All '],"3,000"
240,https://unstop.com//internship/verification-integration-internship-nokia-352553,https://d8it4huxumps7.cloudfront.net/uploads/images/opportunity/mobile_banner/6298decde6b3c_student-internship-verification-integration-cmm-rd.jpg?d=340x195, Verification & Integration Internship , Nokia , 4  days left , 4  days left ,[' #Internships  #Graduate  #Postgraduate  #Undergraduate '],0
241,https://unstop.com//internship/industrial-trainee-internship-henkel-352552,https://d8it4huxumps7.cloudfront.net/uploads/images/opportunity/mobile_banner/6298ddd1875c7_industrial-trainee.jpeg?d=340x195, Industrial Trainee Internship , Henkel , 4  days left , 4  days left ,[' #Internships  #Graduate  #Postgraduate  #Undergraduate '],0
242,https://unstop.com//internship/fundraising-manager-internship-engineers-cradle-352284,https://d8it4huxumps7.cloudfront.net/lambda-pdfs/opportunity-bannerImages/1654177019.png?d=340x195, Fundraising Manager Internship , Engineer's Cradle , 10  days left , 10  days left ,[' #Internships  #Open to All '],0
243,https://unstop.com//internship/pregrad-campus-internship-pregrad-352221,https://d8it4huxumps7.cloudfront.net/lambda-pdfs/opportunity-bannerImages/1654176469.png?d=340x195, Pregrad Campus Internship , Pregrad , 5  days left , 5  days left ,[' #Internships  #Engineering Students  #MBA Students  #Undergraduate  #School Students '],0
244,https://unstop.com//internship/finance-internship-siemens-352142,https://d8it4huxumps7.cloudfront.net/lambda-pdfs/opportunity-bannerImages/1654174072.png?d=340x195, Finance Internship , Siemens , 3  days left , 3  days left ,[' #Internships  #Undergraduate '],0
245,https://unstop.com//internship/video-editing-internship-startup-media-352135,https://d8it4huxumps7.cloudfront.net/lambda-pdfs/opportunity-bannerImages/1654165431.png?d=340x195, Video Editing Internship , Startup Media , 3  days left , 3  days left ,[' #Internships  #Graduate '],0
246,https://unstop.com//internship/marketing-internship-iasys-technology-solutions-pvt-ltd-352133,https://d8it4huxumps7.cloudfront.net/lambda-pdfs/opportunity-bannerImages/1654176709.png?d=340x195, Marketing Internship , iASYS Technology Solutions Pvt. Ltd. , 1 day left , 1 day left ,[' #Internships  #Graduate '],0
247,https://unstop.com//internship/marketing-internship-moksh-overseas-education-consultants-352126,https://d8it4huxumps7.cloudfront.net/lambda-pdfs/opportunity-bannerImages/1654262324.png?d=340x195, Marketing Internship , MOKSH  Overseas Education Consultants , 10  days left , 10  days left ,[' #Internships  #Open to All '],0
248,https://unstop.com//competition/national-case-study-challenge-season-3-business-hub-352123,https://d8it4huxumps7.cloudfront.net/uploads/images/opportunity/mobile_banner/629b228a69503_national-case-study-challenge-season-3.png?d=340x195, National Case Study Challenge: Season 3 , Business Hub , 1 day left , 1 day left ,[' #competitions  #Open to All '],"10,000"
249,https://unstop.com//internship/legal-internship-phonepe-352025,https://d8it4huxumps7.cloudfront.net/uploads/images/opportunity/mobile_banner/6298dd0cb3b97_legal-internship-template.png?d=340x195, Legal Internship , PhonePe , 4  days left , 4  days left ,[' #Internships  #Graduate  #Postgraduate  #Undergraduate '],0
250,https://unstop.com//workshop/career-up-pracup-351070,https://d8it4huxumps7.cloudfront.net/uploads/images/opportunity/mobile_banner/62975e1f2f393_career-up.png?d=340x195, Career Up , PracUp , 5  days left , 5  days left ,[' #Conferences  #Open to All '],0
251,https://unstop.com//scholarship/women-in-stem-scholarship-mpower-financing-350964,https://d8it4huxumps7.cloudfront.net/lambda-pdfs/opportunity-bannerImages/1654084061.png?d=340x195, Women in STEM Scholarship , MPower Financing , 25  days left , 25  days left ,[' #scholarships  #Open to All '],0
252,https://unstop.com//scholarship/faea-scholarship-2022-23-foundation-for-academic-excellence-and-access-faea-india-350799,https://d8it4huxumps7.cloudfront.net/lambda-pdfs/opportunity-bannerImages/1654079834.png?d=340x195, FAEA Scholarship 2022-23 , Foundation for Academic Excellence and Access (FAEA) India , 10  days left , 10  days left ,[' #scholarships  #Undergraduate '],0
253,https://unstop.com//workshop/start-up-pitch-practice-session-by-dilnawaz-khan-halloclub-350734,https://d8it4huxumps7.cloudfront.net/lambda-pdfs/opportunity-bannerImages/1654080738.png?d=340x195, Start-Up Pitch Practice Session by Dilnawaz Khan , Halloclub , 8  days left , 8  days left ,[' #Conferences  #Open to All '],0
254,https://unstop.com//internship/uxui-design-internship-fall-2022-cargill-350717,https://d8it4huxumps7.cloudfront.net/uploads/images/opportunity/mobile_banner/6297220f0680d_uxui-design-internship-fall-2022.jpeg?d=340x195, UX/UI Design Internship (Fall 2022) , Cargill , 3  days left , 3  days left ,[' #Internships  #Graduate  #Postgraduate  #Undergraduate '],0
255,https://unstop.com//internship/digital-marketing-internship-rds-digital-350712,https://d8it4huxumps7.cloudfront.net/lambda-pdfs/opportunity-bannerImages/1654089335.png?d=340x195, Digital Marketing Internship , RDS Digital , 2  days left , 2  days left ,[' #Internships  #Graduate '],0
256,https://unstop.com//internship/brand-internship-farfetch-350711,https://d8it4huxumps7.cloudfront.net/uploads/images/opportunity/mobile_banner/62971e0493f84_brand-internship.jpeg?d=340x195, Brand Internship , Farfetch , 3  days left , 3  days left ,[' #Internships  #Graduate '],0
257,https://unstop.com//internship/audit-services-internship-ey-ernst-young-350708,https://d8it4huxumps7.cloudfront.net/uploads/images/opportunity/mobile_banner/62971b2f2b303_audit-services-internship.jpeg?d=340x195, Audit Services Internship , EY (Ernst & Young) , 3  days left , 3  days left ,[' #Internships  #Graduate  #Postgraduate  #Undergraduate '],0
258,https://unstop.com//internship/data-science-internship-discover-dollar-350705,https://d8it4huxumps7.cloudfront.net/lambda-pdfs/opportunity-bannerImages/1654087998.png?d=340x195, Data Science Internship , Discover Dollar , 3  days left , 3  days left ,[' #Internships  #Graduate '],0
259,https://unstop.com//internship/digital-marketing-internship-stradver-350703,https://d8it4huxumps7.cloudfront.net/lambda-pdfs/opportunity-bannerImages/1654088711.png?d=340x195, Digital Marketing Internship , Stradver , 2  days left , 2  days left ,[' #Internships  #Graduate '],0
260,https://unstop.com//internship/php-internship-opalina-technologies-pvt-ltd-350697,https://d8it4huxumps7.cloudfront.net/lambda-pdfs/opportunity-bannerImages/1654088380.png?d=340x195, PHP Internship , Opalina Technologies Pvt. Ltd. , 2  days left , 2  days left ,[' #Internships  #Engineering Students '],0
261,https://unstop.com//job/professional-services-associate-global-trade-thomson-reuters-350689,https://d8it4huxumps7.cloudfront.net/uploads/images/opportunity/mobile_banner/62970ed30e28a_professional-services-associate-global-trade-contract-to-hire.jpeg?d=340x195, Professional Services Associate (Global Trade) , Thomson Reuters , 3  days left , 3  days left ,[' #Jobs  #Corporate  #Graduate  #Postgraduate '],0
262,https://unstop.com//job/data-architect-ibm-350682,https://d8it4huxumps7.cloudfront.net/uploads/images/opportunity/mobile_banner/62970a761d327_data-architect.jpeg?d=340x195, Data Architect , IBM , 3  days left , 3  days left ,[' #Jobs  #Corporate  #Graduate  #Postgraduate '],0
263,https://unstop.com//job/assistant-manager-marketing-management-american-express-350678,https://d8it4huxumps7.cloudfront.net/uploads/images/opportunity/mobile_banner/629708570867e_business-analyst-assistant-manager-marketing-management-management.jpg?d=340x195, Assistant Manager (Marketing Management) , American Express , 3  days left , 3  days left ,[' #Jobs  #Corporate  #Postgraduate '],0
